timestamp,predicted
2019-09-09 00:00:00,248.9308416651458
2019-09-09 01:00:00,245.73635632341447
2019-09-09 02:00:00,242.26445642530356
2019-09-09 03:00:00,240.90896054071197
2019-09-09 04:00:00,234.55381427915924
2019-09-09 05:00:00,239.51415772003688
2019-09-09 06:00:00,305.68237090070767
2019-09-09 07:00:00,460.6508976369469
2019-09-09 08:00:00,599.1069720060659
2019-09-09 09:00:00,668.3283663246605
2019-09-09 10:00:00,671.5951834163757
2019-09-09 11:00:00,660.1190805864043
2019-09-09 12:00:00,608.4604421774185
2019-09-09 13:00:00,642.5900705635422
2019-09-09 14:00:00,654.0743572782419
2019-09-09 15:00:00,656.6958637457124
2019-09-09 16:00:00,614.3930635980329
2019-09-09 17:00:00,564.9446427878813
2019-09-09 18:00:00,543.5292216845525
2019-09-09 19:00:00,554.2306125936758
2019-09-09 20:00:00,554.1207411205604
2019-09-09 21:00:00,593.9328569440121
2019-09-09 22:00:00,569.4720081823278
2019-09-09 23:00:00,533.3435430149838
2019-09-10 00:00:00,424.7000044482672
2019-09-10 01:00:00,397.3778575470953
2019-09-10 02:00:00,375.43046043141106
2019-09-10 03:00:00,351.94232332364385
2019-09-10 04:00:00,318.47247626303846
2019-09-10 05:00:00,312.25994353449414
2019-09-10 06:00:00,336.02397679896376
2019-09-10 07:00:00,463.4586688680975
2019-09-10 08:00:00,590.9615771397226
2019-09-10 09:00:00,665.8000087801402
2019-09-10 10:00:00,685.1989450897934
2019-09-10 11:00:00,689.6066072852223
2019-09-10 12:00:00,623.4058102607444
2019-09-10 13:00:00,679.5238862993807
2019-09-10 14:00:00,681.8342316548744
2019-09-10 15:00:00,666.2685189993624
2019-09-10 16:00:00,616.9979309368861
2019-09-10 17:00:00,557.5947313444505
2019-09-10 18:00:00,537.6403390450878
2019-09-10 19:00:00,558.6180237368125
2019-09-10 20:00:00,559.5233579346227
2019-09-10 21:00:00,591.2332367629172
2019-09-10 22:00:00,576.6528729310851
2019-09-10 23:00:00,533.2689670517224
2019-09-11 00:00:00,454.72506161702756
2019-09-11 01:00:00,399.5071915156418
2019-09-11 02:00:00,368.153430120194
2019-09-11 03:00:00,337.58856459112224
2019-09-11 04:00:00,321.42137992723906
2019-09-11 05:00:00,306.94670687435246
2019-09-11 06:00:00,336.8580720706862
2019-09-11 07:00:00,449.807267780588
2019-09-11 08:00:00,582.6710381684886
2019-09-11 09:00:00,644.8535198450727
2019-09-11 10:00:00,653.0792121497483
2019-09-11 11:00:00,655.0158766328266
2019-09-11 12:00:00,598.4629869461972
2019-09-11 13:00:00,650.0881468742848
2019-09-11 14:00:00,663.488110990243
2019-09-11 15:00:00,645.2334350932407
2019-09-11 16:00:00,596.8065320053265
2019-09-11 17:00:00,559.132974540148
2019-09-11 18:00:00,532.2071159228107
2019-09-11 19:00:00,535.5398637727942
2019-09-11 20:00:00,542.6604238115631
2019-09-11 21:00:00,568.4106982178445
2019-09-11 22:00:00,543.0060776107362
2019-09-11 23:00:00,492.45287908609475
2019-09-12 00:00:00,402.7111045728268
2019-09-12 01:00:00,366.0109235081823
2019-09-12 02:00:00,343.80348931674075
2019-09-12 03:00:00,326.48473729744774
2019-09-12 04:00:00,309.75721821969427
2019-09-12 05:00:00,300.98470348389213
2019-09-12 06:00:00,334.6803777117394
2019-09-12 07:00:00,444.9898333041222
2019-09-12 08:00:00,582.8783026939772
2019-09-12 09:00:00,648.5070915138134
2019-09-12 10:00:00,674.2365459119493
2019-09-12 11:00:00,683.4961563906202
2019-09-12 12:00:00,622.4208839624703
2019-09-12 13:00:00,648.9649661945851
2019-09-12 14:00:00,659.2074472610287
2019-09-12 15:00:00,649.8875161451821
2019-09-12 16:00:00,602.6328065829306
2019-09-12 17:00:00,553.1523734409745
2019-09-12 18:00:00,525.2191325992367
2019-09-12 19:00:00,537.5112926755185
2019-09-12 20:00:00,528.9447982162977
2019-09-12 21:00:00,550.7912350218737
2019-09-12 22:00:00,551.947076671397
2019-09-12 23:00:00,501.5060338375947
2019-09-13 00:00:00,417.07623737078455
2019-09-13 01:00:00,379.0816741758157
2019-09-13 02:00:00,353.15614808983844
2019-09-13 03:00:00,337.8105483695632
2019-09-13 04:00:00,327.6805629162713
2019-09-13 05:00:00,315.8871498902692
2019-09-13 06:00:00,340.8053083583639
2019-09-13 07:00:00,449.68214861971927
2019-09-13 08:00:00,577.1447359114798
2019-09-13 09:00:00,638.367454127214
2019-09-13 10:00:00,649.3521614354705
2019-09-13 11:00:00,653.5812941106564
2019-09-13 12:00:00,595.7083316554509
2019-09-13 13:00:00,643.930357117549
2019-09-13 14:00:00,653.0077306146412
2019-09-13 15:00:00,647.4473724312278
2019-09-13 16:00:00,609.9787211141936
2019-09-13 17:00:00,558.3046443767626
2019-09-13 18:00:00,522.1321185516507
2019-09-13 19:00:00,513.558516432809
2019-09-13 20:00:00,510.01501580307024
2019-09-13 21:00:00,532.5030490838118
2019-09-13 22:00:00,525.4704815091596
2019-09-13 23:00:00,484.27111203524777
2019-09-14 00:00:00,406.84112197941846
2019-09-14 01:00:00,375.62460257585053
2019-09-14 02:00:00,344.5522787412874
2019-09-14 03:00:00,323.8939942654887
2019-09-14 04:00:00,308.43615071054495
2019-09-14 05:00:00,287.52261421248704
2019-09-14 06:00:00,271.0334786581305
2019-09-14 07:00:00,273.4820759956721
2019-09-14 08:00:00,312.1350497474892
2019-09-14 09:00:00,348.8058818179445
2019-09-14 10:00:00,353.9687907898387
2019-09-14 11:00:00,353.81790708545077
2019-09-14 12:00:00,339.3498753673803
